Event_Date,Event_Location,W_L,Fighter_A,Fighter_B,KD_A,KD_B,STR_A,STR_B,TD_A,TD_B,SUB_A,SUB_B,Weight_Class,Method,Method_Detail,Round,Time,event_id,Time_seconds
2019-12-14,"Las Vegas, Nevada, USA",win,Kamaru Usman,Colby Covington,2,0,175,143,0,0,0,0,Welterweight,KO/TKO,Punch,5,4:10,4565d435005319c0,250
2019-12-14,"Las Vegas, Nevada, USA",win,Alexander Volkanovski,Max Holloway,0,0,157,134,0,0,0,0,Featherweight,U-DEC,,5,5:00,4565d435005319c0,300
2019-12-14,"Las Vegas, Nevada, USA",win,Amanda Nunes,Germaine de Randamie,0,0,79,40,8,0,2,1,Women's Bantamweight,U-DEC,,5,5:00,4565d435005319c0,300
2019-12-14,"Las Vegas, Nevada, USA",win,Marlon Moraes,Jose Aldo,0,0,59,58,1,0,0,0,Bantamweight,S-DEC,,3,5:00,4565d435005319c0,300
2019-12-14,"Las Vegas, Nevada, USA",win,Petr Yan,Urijah Faber,3,0,54,18,2,0,0,0,Bantamweight,KO/TKO,Kick,3,0:43,4565d435005319c0,43
2019-12-14,"Las Vegas, Nevada, USA",win,Geoff Neal,Mike Perry,1,0,15,5,0,0,0,0,Welterweight,KO/TKO,Punches,1,1:30,4565d435005319c0,90
2019-12-14,"Las Vegas, Nevada, USA",win,Irene Aldana,Ketlen Vieira,1,0,26,20,0,0,0,0,Women's Bantamweight,KO/TKO,Punch,1,4:51,4565d435005319c0,291
2019-12-14,"Las Vegas, Nevada, USA",win,Omari Akhmedov,Ian Heinisch,0,0,55,53,2,3,0,0,Middleweight,U-DEC,,3,5:00,4565d435005319c0,300
2019-12-14,"Las Vegas, Nevada, USA",win,Matt Brown,Ben Saunders,0,0,30,12,2,0,0,4,Welterweight,KO/TKO,Punches,2,4:55,4565d435005319c0,295
2019-12-14,"Las Vegas, Nevada, USA",win,Chase Hooper,Daniel Teymur,0,0,20,2,1,0,2,1,Featherweight,KO/TKO,Elbows,1,4:34,4565d435005319c0,274
2019-12-14,"Las Vegas, Nevada, USA",win,Brandon Moreno,Kai Kara-France,0,0,91,82,0,0,0,0,Flyweight,U-DEC,,3,5:00,4565d435005319c0,300
2019-12-14,"Las Vegas, Nevada, USA",win,Jessica Eye,Viviane Araujo,0,0,98,56,0,2,0,0,Women's Flyweight,U-DEC,,3,5:00,4565d435005319c0,300
2019-12-14,"Las Vegas, Nevada, USA",win,Punahele Soriano,Oskar Piechota,2,0,26,8,1,0,0,0,Middleweight,KO/TKO,Punch,1,3:17,4565d435005319c0,197
2016-07-07,"Las Vegas, Nevada, USA",win,Eddie Alvarez,Rafael Dos Anjos,0,0,45,12,1,0,0,0,Lightweight,KO/TKO,Punches,1,3:49,45a2ba3ef82b9700,229
2016-07-07,"Las Vegas, Nevada, USA",win,Derrick Lewis,Roy Nelson,0,0,37,4,0,7,0,0,Heavyweight,S-DEC,,3,5:00,45a2ba3ef82b9700,300
2016-07-07,"Las Vegas, Nevada, USA",win,Alan Jouban,Belal Muhammad,3,0,86,77,0,2,0,0,Welterweight,U-DEC,,3,5:00,45a2ba3ef82b9700,300
2016-07-07,"Las Vegas, Nevada, USA",win,Joe Duffy,Mitch Clarke,1,0,3,1,0,0,1,0,Lightweight,SUB,Rear Naked Choke,1,0:25,45a2ba3ef82b9700,25
2016-07-07,"Las Vegas, Nevada, USA",win,Alberto Mina,Mike Pyle,1,0,16,2,2,0,0,1,Welterweight,KO/TKO,Flying Knee,2,1:17,45a2ba3ef82b9700,77
2016-07-07,"Las Vegas, Nevada, USA",win,John Makdessi,Mehdi Baghdad,0,1,84,60,0,0,0,0,Lightweight,S-DEC,,3,5:00,45a2ba3ef82b9700,300
2016-07-07,"Las Vegas, Nevada, USA",win,Anthony Birchak,Dileno Lopes,0,0,41,25,0,2,0,0,Bantamweight,S-DEC,,3,5:00,45a2ba3ef82b9700,300
2016-07-07,"Las Vegas, Nevada, USA",win,Pedro Munhoz,Russell Doane,0,0,14,18,1,0,1,0,Bantamweight,SUB,Guillotine Choke,1,2:08,45a2ba3ef82b9700,128
2016-07-07,"Las Vegas, Nevada, USA",win,Felipe Arantes,Jerrod Sanders,0,0,3,6,0,1,1,0,Bantamweight,SUB,Armbar,2,1:39,45a2ba3ef82b9700,99
2016-07-07,"Las Vegas, Nevada, USA",win,Gilbert Burns,Lukasz Sajewski,0,0,13,14,1,0,1,0,Lightweight,SUB,Armbar,1,4:57,45a2ba3ef82b9700,297
2016-07-07,"Las Vegas, Nevada, USA",win,Marco Beltran,Reginaldo Vieira,1,0,20,20,0,3,1,0,Bantamweight,SUB,Rear Naked Choke,2,3:04,45a2ba3ef82b9700,184
2016-07-07,"Las Vegas, Nevada, USA",win,Vicente Luque,Alvaro Herrera Mendoza,0,0,25,12,4,0,1,0,Welterweight,SUB,D'Arce Choke,2,3:52,45a2ba3ef82b9700,232
2007-04-21,"Manchester, England, United Kingdom",win,Gabriel Gonzaga,Mirko Filipovic,1,0,19,1,1,0,0,0,Heavyweight,KO/TKO,Kick,1,4:51,4604ab1de9058474,291
2007-04-21,"Manchester, England, United Kingdom",win,Andrei Arlovski,Fabricio Werdum,1,0,28,23,0,0,0,0,Heavyweight,U-DEC,,3,5:00,4604ab1de9058474,300
2007-04-21,"Manchester, England, United Kingdom",win,Michael Bisping,Elvis Sinosic,0,1,36,8,1,0,0,2,Light Heavyweight,KO/TKO,Punches,2,1:40,4604ab1de9058474,100
2007-04-21,"Manchester, England, United Kingdom",win,Lyoto Machida,David Heath,1,0,67,8,0,0,1,0,Light Heavyweight,U-DEC,,3,5:00,4604ab1de9058474,300
2007-04-21,"Manchester, England, United Kingdom",win,Cheick Kongo,Assuerio Silva,0,0,64,13,0,6,1,0,Heavyweight,M-DEC,,3,5:00,4604ab1de9058474,300
2007-04-21,"Manchester, England, United Kingdom",win,Terry Etim,Matt Grice,0,0,5,26,0,1,3,0,Lightweight,SUB,Guillotine Choke,1,4:48,4604ab1de9058474,288
2007-04-21,"Manchester, England, United Kingdom",win,Junior Assuncao,David Lee,1,0,29,12,0,0,2,0,Lightweight,SUB,Rear Naked Choke,2,1:55,4604ab1de9058474,115
2007-04-21,"Manchester, England, United Kingdom",win,Alessio Sakara,Victor Valimaki,0,0,6,0,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,1:44,4604ab1de9058474,104
2007-04-21,"Manchester, England, United Kingdom",win,Jess Liaudin,Dennis Siver,0,0,1,2,0,1,1,0,Welterweight,SUB,Armbar,1,1:21,4604ab1de9058474,81
2007-04-21,"Manchester, England, United Kingdom",win,Paul Taylor,Edilberto de Oliveira,1,0,78,46,0,0,0,0,Welterweight,KO/TKO,Kick,3,0:37,4604ab1de9058474,37
2013-02-16,"London, England, United Kingdom",win,Renan Barao,Michael McDonald,0,0,36,26,4,0,1,0,Bantamweight,SUB,Arm Triangle,4,3:57,4679a38cced7c64a,237
2013-02-16,"London, England, United Kingdom",win,Cub Swanson,Dustin Poirier,0,0,58,58,2,2,0,0,Featherweight,U-DEC,,3,5:00,4679a38cced7c64a,300
2013-02-16,"London, England, United Kingdom",win,Jimi Manuwa,Cyrille Diabate,0,0,18,9,3,0,0,0,Light Heavyweight,KO/TKO,,1,5:00,4679a38cced7c64a,300
2013-02-16,"London, England, United Kingdom",win,Gunnar Nelson,Jorge Santiago,0,0,42,43,2,0,0,0,Welterweight,U-DEC,,3,5:00,4679a38cced7c64a,300
2013-02-16,"London, England, United Kingdom",win,James Te Huna,Ryan Jimmo,0,1,49,34,2,0,0,0,Light Heavyweight,U-DEC,,3,5:00,4679a38cced7c64a,300
2013-02-16,"London, England, United Kingdom",ncnc,Che Mills,Matthew Riddle,0,0,28,23,0,5,0,0,Welterweight,Overturned,,3,5:00,4679a38cced7c64a,300
2013-02-16,"London, England, United Kingdom",win,Renee Forte,Terry Etim,1,0,47,13,2,0,0,0,Lightweight,U-DEC,,3,5:00,4679a38cced7c64a,300
2013-02-16,"London, England, United Kingdom",win,Danny Castillo,Paul Sass,0,0,38,4,4,0,0,5,Lightweight,U-DEC,,3,5:00,4679a38cced7c64a,300
2013-02-16,"London, England, United Kingdom",win,Andy Ogle,Josh Grispi,0,0,19,7,2,1,0,2,Featherweight,U-DEC,,3,5:00,4679a38cced7c64a,300
2013-02-16,"London, England, United Kingdom",win,Tom Watson,Stanislav Nedkov,1,0,56,39,0,5,0,0,Middleweight,KO/TKO,Knee,2,4:42,4679a38cced7c64a,282
2013-02-16,"London, England, United Kingdom",win,Vaughan Lee,Motonobu Tezuka,0,0,20,4,0,1,0,1,Bantamweight,U-DEC,,3,5:00,4679a38cced7c64a,300
2013-02-16,"London, England, United Kingdom",win,Phil Harris,Ulysses Gomez,0,0,33,35,1,0,0,0,Flyweight,U-DEC,,3,5:00,4679a38cced7c64a,300
2024-05-18,"Las Vegas, Nevada, USA",win,Lerone Murphy,Edson Barboza,0,0,220,79,4,0,0,0,Featherweight,U-DEC,,5,5:00,46baf0f57edfa4df,300
2024-05-18,"Las Vegas, Nevada, USA",win,Khaos Williams,Carlston Harris,1,0,12,14,0,0,0,0,Welterweight,KO/TKO,Punch,1,1:30,46baf0f57edfa4df,90
2024-05-18,"Las Vegas, Nevada, USA",win,Themba Gorimbo,Ramiz Brahimaj,0,0,43,3,5,1,0,0,Welterweight,U-DEC,,3,5:00,46baf0f57edfa4df,300
2024-05-18,"Las Vegas, Nevada, USA",win,Adrian Yanez,Vinicius Salvador,1,0,36,17,0,0,0,0,Bantamweight,KO/TKO,Punches,1,2:47,46baf0f57edfa4df,167
2024-05-18,"Las Vegas, Nevada, USA",win,Angela Hill,Luana Pinheiro,0,0,28,17,2,1,1,0,Women's Strawweight,SUB,Guillotine Choke,2,4:12,46baf0f57edfa4df,252
2024-05-18,"Las Vegas, Nevada, USA",win,Tom Nolan,Victor Martinez,0,1,33,18,0,0,0,0,Lightweight,KO/TKO,Knee,1,3:50,46baf0f57edfa4df,230
2024-05-18,"Las Vegas, Nevada, USA",win,Oumar Sy,Tuco Tokkos,0,0,0,3,2,0,1,0,Light Heavyweight,SUB,Rear Naked Choke,1,3:43,46baf0f57edfa4df,223
2024-05-18,"Las Vegas, Nevada, USA",win,Melissa Gatto,Tamires Vidal,0,0,30,15,2,0,1,1,Women's Bantamweight,KO/TKO,Punch,3,0:37,46baf0f57edfa4df,37
2024-05-18,"Las Vegas, Nevada, USA",win,Abus Magomedov,Warlley Alves,0,0,22,16,6,0,0,0,Middleweight,U-DEC,,3,5:00,46baf0f57edfa4df,300
2024-05-18,"Las Vegas, Nevada, USA",win,Ariane Carnelossi,Piera Rodriguez,0,1,16,40,0,1,0,0,Women's Strawweight,DQ,,2,3:16,46baf0f57edfa4df,196
2024-05-18,"Las Vegas, Nevada, USA",win,Alatengheili,Kleydson Rodrigues,0,0,18,37,3,0,0,0,Bantamweight,U-DEC,,3,5:00,46baf0f57edfa4df,300
2024-05-18,"Las Vegas, Nevada, USA",win,Vanessa Demopoulos,Emily Ducote,0,0,109,143,0,0,0,0,Women's Strawweight,S-DEC,,3,5:00,46baf0f57edfa4df,300
2006-08-17,"Las Vegas, Nevada, USA",win,Diego Sanchez,Karo Parisyan,0,0,66,36,3,9,1,0,Welterweight,U-DEC,,3,5:00,46c8ec317aff28ac,300
2006-08-17,"Las Vegas, Nevada, USA",win,Chris Leben,Jorge Santiago,1,0,9,6,1,1,0,0,Middleweight,KO/TKO,Punches,2,0:35,46c8ec317aff28ac,35
2006-08-17,"Las Vegas, Nevada, USA",win,Dean Lister,Yuki Sasaki,0,0,24,26,5,0,2,0,Middleweight,U-DEC,,3,5:00,46c8ec317aff28ac,300
2006-08-17,"Las Vegas, Nevada, USA",win,Josh Koscheck,Jonathan Goulet,1,0,23,1,1,0,1,0,Welterweight,KO/TKO,Punches,1,4:10,46c8ec317aff28ac,250
2006-08-17,"Las Vegas, Nevada, USA",win,Martin Kampmann,Crafton Wallace,0,0,19,1,1,0,1,0,Middleweight,SUB,Rear Naked Choke,1,2:59,46c8ec317aff28ac,179
2006-08-17,"Las Vegas, Nevada, USA",win,Joe Riggs,Jason Von Flue,0,0,1,0,1,0,1,0,Welterweight,SUB,Triangle Choke,1,2:01,46c8ec317aff28ac,121
2006-08-17,"Las Vegas, Nevada, USA",win,Jake O'Brien,Kristof Midoux,0,0,25,2,3,0,0,0,Heavyweight,KO/TKO,Punches,2,0:52,46c8ec317aff28ac,52
2006-08-17,"Las Vegas, Nevada, USA",win,Forrest Petz,Sammy Morgan,5,0,45,8,6,0,0,1,Welterweight,U-DEC,,3,5:00,46c8ec317aff28ac,300
2006-08-17,"Las Vegas, Nevada, USA",win,Anthony Torres,Pat Healy,0,0,11,13,0,0,1,0,Welterweight,SUB,Rear Naked Choke,1,2:37,46c8ec317aff28ac,157
2017-01-15,"Phoenix, Arizona, USA",win,Yair Rodriguez,BJ Penn,1,0,55,4,0,0,0,0,Featherweight,KO/TKO,Punches,2,0:24,46effbd1135423c5,24
2017-01-15,"Phoenix, Arizona, USA",win,Joe Lauzon,Marcin Held,0,0,20,23,1,5,1,0,Lightweight,S-DEC,,3,5:00,46effbd1135423c5,300
2017-01-15,"Phoenix, Arizona, USA",win,Ben Saunders,Court McGee,0,0,49,54,0,1,0,0,Welterweight,U-DEC,,3,5:00,46effbd1135423c5,300
2017-01-15,"Phoenix, Arizona, USA",win,Sergio Pettis,John Moraga,0,0,48,33,2,1,0,0,Flyweight,U-DEC,,3,5:00,46effbd1135423c5,300
2017-01-15,"Phoenix, Arizona, USA",win,Drakkar Klose,Devin Powell,0,0,68,22,2,0,0,0,Lightweight,U-DEC,,3,5:00,46effbd1135423c5,300
2017-01-15,"Phoenix, Arizona, USA",win,Augusto Mendes,Frankie Saenz,0,1,42,40,4,0,0,0,Bantamweight,S-DEC,,3,5:00,46effbd1135423c5,300
2017-01-15,"Phoenix, Arizona, USA",win,Aleksei Oleinik,Viktor Pesta,0,0,7,7,0,1,1,0,Heavyweight,SUB,Ezekiel Choke,1,2:57,46effbd1135423c5,177
2017-01-15,"Phoenix, Arizona, USA",win,Anthony Rocco Martin,Alex White,0,0,20,11,2,0,0,0,Lightweight,U-DEC,,3,5:00,46effbd1135423c5,300
2017-01-15,"Phoenix, Arizona, USA",win,Nina Nunes,Jocelyn Jones-Lybarger,0,0,48,21,1,0,2,0,Women's Strawweight,SUB,Rear Naked Choke,3,3:39,46effbd1135423c5,219
2017-01-15,"Phoenix, Arizona, USA",win,Walt Harris,Chase Sherman,1,0,32,20,0,0,0,0,Heavyweight,KO/TKO,Knee,2,2:41,46effbd1135423c5,161
2017-01-15,"Phoenix, Arizona, USA",win,Joachim Christensen,Bojan Mihajlovic,1,0,41,22,0,0,0,0,Light Heavyweight,KO/TKO,Punches,3,2:05,46effbd1135423c5,125
2017-01-15,"Phoenix, Arizona, USA",win,Cyril Asker,Dmitrii Smoliakov,0,0,19,5,1,0,0,0,Heavyweight,KO/TKO,Punches,1,2:41,46effbd1135423c5,161
2008-07-19,"Las Vegas, Nevada, USA",win,Anderson Silva,James Irvin,1,0,13,0,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,1:01,46f11d15c0134fe3,61
2008-07-19,"Las Vegas, Nevada, USA",win,Brandon Vera,Reese Andy,0,0,38,30,2,1,0,0,Light Heavyweight,U-DEC,,3,5:00,46f11d15c0134fe3,300
2008-07-19,"Las Vegas, Nevada, USA",win,Frankie Edgar,Hermes Franca,0,0,69,18,10,0,0,1,Lightweight,U-DEC,,3,5:00,46f11d15c0134fe3,300
2008-07-19,"Las Vegas, Nevada, USA",win,Cain Velasquez,Jake O'Brien,0,0,24,1,1,0,0,0,Heavyweight,KO/TKO,Punches,1,2:02,46f11d15c0134fe3,122
2008-07-19,"Las Vegas, Nevada, USA",win,Kevin Burns,Anthony Johnson,0,0,37,51,0,5,0,0,Welterweight,KO/TKO,,3,3:35,46f11d15c0134fe3,215
2008-07-19,"Las Vegas, Nevada, USA",win,CB Dollaway,Jesse Taylor,0,0,4,4,0,1,2,0,Middleweight,SUB,Peruvian Necktie,1,3:58,46f11d15c0134fe3,238
2008-07-19,"Las Vegas, Nevada, USA",win,Tim Credeur,Cale Yarbrough,1,0,19,6,0,0,0,0,Middleweight,KO/TKO,Punches,1,1:54,46f11d15c0134fe3,114
2008-07-19,"Las Vegas, Nevada, USA",win,Rory Markham,Brodie Farber,1,0,6,18,0,0,0,0,Welterweight,KO/TKO,Kick,1,1:37,46f11d15c0134fe3,97
2008-07-19,"Las Vegas, Nevada, USA",win,Nate Loughran,Johnny Rees,0,0,1,7,0,0,2,0,Middleweight,SUB,Triangle Choke,1,4:21,46f11d15c0134fe3,261
2008-07-19,"Las Vegas, Nevada, USA",win,Brad Blackburn,James Giboo,4,0,53,9,0,0,0,0,Welterweight,KO/TKO,Punches,2,2:29,46f11d15c0134fe3,149
2008-07-19,"Las Vegas, Nevada, USA",win,Shannon Gugerty,Dale Hartt,0,0,3,1,1,0,2,2,Lightweight,SUB,Rear Naked Choke,1,3:33,46f11d15c0134fe3,213
2017-03-11,"Fortaleza, Ceara, Brazil",ncnc,Vitor Belfort,Kelvin Gastelum,0,2,10,26,0,0,0,0,Middleweight,Overturned,Punch,1,3:52,47b7e4e60813b7b2,232
2017-03-11,"Fortaleza, Ceara, Brazil",win,Mauricio Rua,Gian Villante,2,0,94,55,2,0,0,0,Light Heavyweight,KO/TKO,Punch,3,0:59,47b7e4e60813b7b2,59
2017-03-11,"Fortaleza, Ceara, Brazil",win,Edson Barboza,Beneil Dariush,1,0,30,51,0,0,0,0,Lightweight,KO/TKO,Flying Knee,2,3:35,47b7e4e60813b7b2,215
2017-03-11,"Fortaleza, Ceara, Brazil",win,Ray Borg,Jussier Formiga,0,0,36,30,0,0,0,0,Flyweight,U-DEC,,3,5:00,47b7e4e60813b7b2,300
2017-03-11,"Fortaleza, Ceara, Brazil",drawdraw,Bethe Correia,Marion Reneau,0,0,43,75,2,0,0,0,Women's Bantamweight,M-DEC,,3,5:00,47b7e4e60813b7b2,300
2017-03-11,"Fortaleza, Ceara, Brazil",win,Alex Oliveira,Tim Means,0,0,12,9,6,0,1,0,Welterweight,SUB,Rear Naked Choke,2,2:38,47b7e4e60813b7b2,158
2017-03-11,"Fortaleza, Ceara, Brazil",win,Kevin Lee,Francisco Trinaldo,0,0,15,25,1,0,1,1,Lightweight,SUB,Rear Naked Choke,2,3:12,47b7e4e60813b7b2,192
2017-03-11,"Fortaleza, Ceara, Brazil",win,Sergio Moraes,Davi Ramos,0,0,39,35,0,0,0,0,Welterweight,U-DEC,,3,5:00,47b7e4e60813b7b2,300
2017-03-11,"Fortaleza, Ceara, Brazil",win,Joe Soto,Rani Yahya,0,0,54,59,1,1,2,0,Bantamweight,U-DEC,,3,5:00,47b7e4e60813b7b2,300
2017-03-11,"Fortaleza, Ceara, Brazil",win,Michel Prazeres,Joshua Burkman,0,0,24,1,2,0,1,0,Lightweight,SUB,North-South Choke,1,1:42,47b7e4e60813b7b2,102
2017-03-11,"Fortaleza, Ceara, Brazil",win,Jeremy Kennedy,Rony Jason,0,1,46,18,8,0,0,0,Featherweight,U-DEC,,3,5:00,47b7e4e60813b7b2,300
2017-03-11,"Fortaleza, Ceara, Brazil",win,Paulo Costa,Garreth McLellan,1,0,22,6,0,0,0,0,Middleweight,KO/TKO,Punch,1,1:17,47b7e4e60813b7b2,77
2013-12-14,"Sacramento, California, USA",win,Demetrious Johnson,Joseph Benavidez,1,0,7,4,0,0,0,0,Flyweight,KO/TKO,Punch,1,2:08,480b702debcb5433,128
2013-12-14,"Sacramento, California, USA",win,Urijah Faber,Michael McDonald,1,0,29,9,1,0,1,0,Bantamweight,SUB,Guillotine Choke,2,3:22,480b702debcb5433,202
2013-12-14,"Sacramento, California, USA",win,Chad Mendes,Nik Lentz,0,0,35,40,7,0,1,0,Featherweight,U-DEC,,3,5:00,480b702debcb5433,300
2013-12-14,"Sacramento, California, USA",win,Joe Lauzon,Mac Danzig,0,0,43,52,3,0,2,0,Lightweight,U-DEC,,3,5:00,480b702debcb5433,300
2013-12-14,"Sacramento, California, USA",win,Ryan LaFlare,Court McGee,0,0,68,54,4,4,1,2,Welterweight,U-DEC,,3,5:00,480b702debcb5433,300
2013-12-14,"Sacramento, California, USA",win,Edson Barboza,Danny Castillo,1,0,43,55,0,1,1,1,Lightweight,M-DEC,,3,5:00,480b702debcb5433,300
2013-12-14,"Sacramento, California, USA",win,King Green,Pat Healy,0,0,80,59,3,2,0,0,Lightweight,U-DEC,,3,5:00,480b702debcb5433,300
2013-12-14,"Sacramento, California, USA",win,Zach Makovsky,Scott Jorgensen,0,0,26,31,6,1,1,1,Flyweight,U-DEC,,3,5:00,480b702debcb5433,300
2013-12-14,"Sacramento, California, USA",win,Sam Stout,Cody McKenzie,0,0,54,31,1,1,1,0,Lightweight,U-DEC,,3,5:00,480b702debcb5433,300
2013-12-14,"Sacramento, California, USA",win,Abel Trujillo,Roger Bowling,0,0,43,9,5,0,0,0,Lightweight,KO/TKO,Punches,2,1:35,480b702debcb5433,95
2013-12-14,"Sacramento, California, USA",win,Alptekin Ozkilic,Darren Uyenoyama,0,0,27,33,3,2,0,0,Flyweight,S-DEC,,3,5:00,480b702debcb5433,300
2019-09-14,"Vancouver, British Columbia, Canada",win,Justin Gaethje,Donald Cerrone,1,0,40,17,0,0,0,0,Lightweight,KO/TKO,Punch,1,4:18,4834ff149dc9542a,258
2019-09-14,"Vancouver, British Columbia, Canada",win,Glover Teixeira,Nikita Krylov,0,0,43,47,1,2,2,1,Light Heavyweight,S-DEC,,3,5:00,4834ff149dc9542a,300
2019-09-14,"Vancouver, British Columbia, Canada",ncnc,Todd Duffee,Jeff Hughes,1,0,30,16,1,0,0,0,Heavyweight,CNC,,1,4:03,4834ff149dc9542a,243
2019-09-14,"Vancouver, British Columbia, Canada",win,Tristan Connelly,Michel Pereira,0,0,64,32,0,2,1,0,Welterweight,U-DEC,,3,5:00,4834ff149dc9542a,300
2019-09-14,"Vancouver, British Columbia, Canada",win,Uriah Hall,Antonio Carlos Junior,1,0,34,22,0,3,0,0,Middleweight,S-DEC,,3,5:00,4834ff149dc9542a,300
2019-09-14,"Vancouver, British Columbia, Canada",win,Misha Cirkunov,Jimmy Crute,0,0,6,21,1,0,1,0,Light Heavyweight,SUB,Peruvian Necktie,1,3:38,4834ff149dc9542a,218
2019-09-14,"Vancouver, British Columbia, Canada",win,Augusto Sakai,Marcin Tybura,1,0,15,6,0,0,0,0,Heavyweight,KO/TKO,Punches,1,0:59,4834ff149dc9542a,59
2019-09-14,"Vancouver, British Columbia, Canada",win,Miles Johns,Cole Smith,0,0,31,11,1,1,0,0,Bantamweight,S-DEC,,3,5:00,4834ff149dc9542a,300
2019-09-14,"Vancouver, British Columbia, Canada",win,Hunter Azure,Brad Katona,0,0,41,21,0,3,0,0,Bantamweight,U-DEC,,3,5:00,4834ff149dc9542a,300
2019-09-14,"Vancouver, British Columbia, Canada",win,Chas Skelly,Jordan Griffin,0,0,21,37,1,1,3,2,Featherweight,U-DEC,,3,5:00,4834ff149dc9542a,300
2019-09-14,"Vancouver, British Columbia, Canada",win,Louis Smolka,Ryan MacDonald,1,0,59,30,0,0,0,0,Bantamweight,KO/TKO,Punch,1,4:43,4834ff149dc9542a,283
2019-09-14,"Vancouver, British Columbia, Canada",win,Austin Hubbard,Kyle Prepolec,0,0,51,44,3,0,0,0,Lightweight,U-DEC,,3,5:00,4834ff149dc9542a,300
2019-03-23,"Nashville, Tennessee, USA",win,Anthony Pettis,Stephen Thompson,1,0,32,47,0,0,0,0,Welterweight,KO/TKO,Punch,2,4:55,487c170da059857d,295
2019-03-23,"Nashville, Tennessee, USA",win,Curtis Blaydes,Justin Willis,0,0,22,2,7,0,0,0,Heavyweight,U-DEC,,3,5:00,487c170da059857d,300
2019-03-23,"Nashville, Tennessee, USA",win,John Makdessi,Jesus Pinedo,0,0,73,37,0,0,0,0,Lightweight,U-DEC,,3,5:00,487c170da059857d,300
2019-03-23,"Nashville, Tennessee, USA",win,Jussier Formiga,Deiveson Figueiredo,0,0,26,14,3,0,0,0,Flyweight,U-DEC,,3,5:00,487c170da059857d,300
2019-03-23,"Nashville, Tennessee, USA",win,Luis Pena,Steven Peterson,0,0,52,34,1,4,0,1,Featherweight,U-DEC,,3,5:00,487c170da059857d,300
2019-03-23,"Nashville, Tennessee, USA",win,Maycee Barber,JJ Aldrich,0,0,55,25,0,0,0,0,Women's Flyweight,KO/TKO,Punches,2,3:01,487c170da059857d,181
2019-03-23,"Nashville, Tennessee, USA",win,Bryce Mitchell,Bobby Moffett,0,0,17,9,0,5,2,2,Featherweight,U-DEC,,3,5:00,487c170da059857d,300
2019-03-23,"Nashville, Tennessee, USA",win,Marlon Vera,Frankie Saenz,1,0,12,4,0,0,0,0,Bantamweight,KO/TKO,Punch,1,1:25,487c170da059857d,85
2019-03-23,"Nashville, Tennessee, USA",win,Jennifer Maia,Alexis Davis,0,0,60,72,0,1,0,0,Women's Flyweight,U-DEC,,3,5:00,487c170da059857d,300
2019-03-23,"Nashville, Tennessee, USA",win,Randa Markos,Angela Hill,0,0,13,2,1,0,1,0,Women's Strawweight,SUB,Armbar,1,4:24,487c170da059857d,264
2019-03-23,"Nashville, Tennessee, USA",win,Chris Gutierrez,Ryan MacDonald,0,0,69,15,0,0,0,0,Bantamweight,U-DEC,,3,5:00,487c170da059857d,300
2019-03-23,"Nashville, Tennessee, USA",win,Jordan Espinosa,Eric Shelton,0,0,47,25,1,0,0,0,Flyweight,U-DEC,,3,5:00,487c170da059857d,300
2016-04-10,"Zagreb, Croatia",win,Junior Dos Santos,Ben Rothwell,0,0,157,77,0,0,0,0,Heavyweight,U-DEC,,5,5:00,4887e5bc4dbb73ff,300
2016-04-10,"Zagreb, Croatia",win,Derrick Lewis,Gabriel Gonzaga,1,0,17,5,0,1,0,0,Heavyweight,KO/TKO,Punches,1,4:48,4887e5bc4dbb73ff,288
2016-04-10,"Zagreb, Croatia",win,Francis Ngannou,Curtis Blaydes,0,0,36,24,0,2,0,0,Heavyweight,KO/TKO,,2,5:00,4887e5bc4dbb73ff,300
2016-04-10,"Zagreb, Croatia",win,Timothy Johnson,Marcin Tybura,0,0,45,48,0,1,0,0,Heavyweight,U-DEC,,3,5:00,4887e5bc4dbb73ff,300
2016-04-10,"Zagreb, Croatia",win,Jan Blachowicz,Igor Pokrajac,0,0,98,35,4,0,0,0,Light Heavyweight,U-DEC,,3,5:00,4887e5bc4dbb73ff,300
2016-04-10,"Zagreb, Croatia",win,Maryna Moroz,Cristina Stanciu,0,0,35,39,1,1,1,2,Women's Strawweight,U-DEC,,3,5:00,4887e5bc4dbb73ff,300
2016-04-10,"Zagreb, Croatia",win,Zak Cummings,Nicolas Dalby,1,0,56,57,1,0,1,0,Welterweight,U-DEC,,3,5:00,4887e5bc4dbb73ff,300
2016-04-10,"Zagreb, Croatia",win,Alejandro Perez,Ian Entwistle,0,0,48,0,0,0,0,1,Bantamweight,KO/TKO,Punches,1,4:04,4887e5bc4dbb73ff,244
2016-04-10,"Zagreb, Croatia",win,Mairbek Taisumov,Damir Hadzovic,1,0,25,11,0,0,0,0,Lightweight,KO/TKO,Punch,1,3:44,4887e5bc4dbb73ff,224
2016-04-10,"Zagreb, Croatia",win,Damian Stasiak,Filip Pejic,0,0,2,0,2,0,1,0,Bantamweight,SUB,Rear Naked Choke,1,2:16,4887e5bc4dbb73ff,136
2016-04-10,"Zagreb, Croatia",win,Lucas Martins,Robert Whiteford,0,0,30,45,0,1,0,0,Featherweight,S-DEC,,3,5:00,4887e5bc4dbb73ff,300
